Name;ISIN;Symbol;Market;Currency;"Open Price";"High Price";"low Price";"last Price";"last Trade MIC Time";"Time Zone";Volume;Turnover;"Closing Price";"Closing Price DateTime"
NHOA;FR0012650166;NHOA;"Euronext Paris";EUR;0.64;0.70;0.64;0.70;"14/02/2024 17:35";CET;85638;59696.994;0.70;14/02/2024
NICOX;FR0013018124;ALCOX;"Euronext Growth Paris";EUR;0.424;0.449;0.422;0.446;"14/02/2024 17:35";CET;31023;13745.8425;0.446;14/02/2024
NOKIA;FI0009000681;NOKIA;"Euronext Paris";EUR;3.261;3.269;3.2315;3.251;"14/02/2024 17:35";CET;115136;374107.386;3.251;14/02/2024
"NORTEM BIOGROUP";ES0105719001;MLBIO;"Euronext Access Paris";EUR;5.40;5.40;5.40;5.40;"27/09/2023 16:30";CET;4;21.60;5.40;14/02/2024
NOVACYT;FR0010397232;ALNOV;"Euronext Growth Paris";EUR;0.5605;0.5875;0.5605;0.5615;"14/02/2024 17:35";CET;62441;35496.551;0.5615;14/02/2024
"NOVATECH IND.";FR0000185464;MLNOV;"Euronext Access Paris";EUR;7.20;7.20;7.20;7.20;"14/02/2024 17:02";CET;1061;7639.20;7.20;14/02/2024
NR21;FR0014001PV6;NR21;"Euronext Paris";EUR;55.00;55.00;55.00;55.00;"01/02/2024 11:48";CET;17;935.00;55.00;14/02/2024
"NRJ GROUP";FR0000121691;NRG;"Euronext Paris";EUR;7.72;7.72;7.64;7.68;"14/02/2024 17:35";CET;2180;16751.50;7.68;14/02/2024
"NSC GROUPE";FR0000064529;ALNSC;"Euronext Growth Paris";EUR;50.00;50.00;50.00;50.00;"09/02/2024 11:30";CET;11;550.00;50.00;14/02/2024
NSE;FR0004065639;ALNSE;"Euronext Growth Paris";EUR;26.80;26.80;26.80;26.80;"14/02/2024 17:07";CET;42;1125.60;26.80;14/02/2024
OBIZ;FR0014003711;ALBIZ;"Euronext Growth Paris";EUR;6.92;6.94;6.86;6.86;"14/02/2024 17:08";CET;1562;10772.00;6.86;14/02/2024
"OCTOPUS BIOSAFETY";FR0013310281;MLOCT;"Euronext Access Paris";EUR;0.21;0.21;0.21;0.21;"14/02/2024 16:30";CET;150;31.50;0.21;14/02/2024
OENEO;FR0000052680;SBT;"Euronext Paris";EUR;11.20;11.25;11.05;11.20;"14/02/2024 17:35";CET;1833;20425.60;11.20;14/02/2024
"OK PROPERTIES";ES0105698007;MLOKP;"Euronext Access Paris";EUR;12.00;12.00;12.00;12.00;"29/03/2023 00:00";CET;-;-;12.00;14/02/2024
"OL GROUPE";FR0010428771;OLG;"Euronext Paris";EUR;2.14;2.17;2.13;2.17;"14/02/2024 17:35";CET;6485;13882.71;2.17;14/02/2024
"OMER-DECUGIS & CIE";FR0014003T71;ALODC;"Euronext Growth Paris";EUR;4.53;4.53;4.52;4.52;"14/02/2024 17:25";CET;949;4295.95;4.52;14/02/2024
"ONCODESIGN PM";FR001400CM63;ALOPM;"Euronext Growth Paris";EUR;1.32;1.39;1.30;1.37;"14/02/2024 17:09";CET;12211;16151.31;1.37;14/02/2024
"ONE EXPERIENCE";FR0013266772;ALEXP;"Euronext Growth Paris";EUR;0.60;0.60;0.60;0.60;"13/02/2024 11:46";CET;310;186.00;0.60;14/02/2024
ONLINEFORMAPRO;FR0004174712;MLONL;"Euronext Access Paris";EUR;3.10;3.10;3.10;3.10;"14/02/2024 11:30";CET;50;155.00;3.10;14/02/2024
ORANGE;FR0000133308;ORA;"Euronext Paris";EUR;10.628;10.732;10.592;10.632;"14/02/2024 17:37";CET;5452076;57996055.836;10.632;14/02/2024
ORAPI;FR0000075392;ORAP;"Euronext Paris";EUR;6.68;6.68;6.66;6.66;"14/02/2024 15:29";CET;7161;47766.60;6.66;14/02/2024
"ORBIS PROPERTIES";ES0105490009;MLORB;"Euronext Access Paris";EUR;13.60;13.60;13.60;13.60;"30/07/2020 00:00";CET;-;-;13.20;14/02/2024
ORDISSIMO;FR0013318052;ALORD;"Euronext Growth Paris";EUR;0.55;0.575;0.53;0.57;"14/02/2024 17:35";CET;7965;4508.58;0.57;14/02/2024
OREGE;FR0010609206;OREGE;"Euronext Paris";EUR;0.426;0.426;0.426;0.426;"14/02/2024 16:52";CET;8079;3441.654;0.426;14/02/2024
ORINOQUIA;ES0105534004;MLORQ;"Euronext Access Paris";EUR;1.32;1.32;1.32;1.32;"03/11/2023 16:30";CET;5000;6600.00;1.29;14/02/2024
ORPEA;FR0000184798;ORP;"Euronext Paris";EUR;0.0125;0.013;0.012;0.0128;"14/02/2024 17:35";CET;177442955;2222102.1897;0.0128;14/02/2024
"OSE IMMUNO";FR0012127173;OSE;"Euronext Paris";EUR;3.70;3.70;3.605;3.63;"14/02/2024 17:35";CET;18670;67740.505;3.63;14/02/2024
OSMOSUN;FR001400IUV6;ALWTR;"Euronext Growth Paris";EUR;7.33;7.33;7.20;7.21;"14/02/2024 17:35";CET;2245;16225.447;7.21;14/02/2024
OSMOZIS;FR0013231180;ALOSM;"Euronext Growth Paris";EUR;11.45;11.50;11.45;11.50;"14/02/2024 17:03";CET;181;2081.45;11.50;14/02/2024
OVH;FR0014005HJ9;OVH;"Euronext Paris";EUR;9.10;9.27;8.935;9.235;"14/02/2024 17:36";CET;63359;578912.06;9.235;14/02/2024
"PACTE NOVATION";FR0000077992;MLPAC;"Euronext Access Paris";EUR;8.00;8.00;8.00;8.00;"12/02/2024 11:30";CET;10;80.00;8.00;14/02/2024
PAREF;FR0010263202;PAR;"Euronext Paris";EUR;45.20;46.00;45.20;46.00;"14/02/2024 16:14";CET;156;7072.40;46.00;14/02/2024
PARROT;FR0004038263;PARRO;"Euronext Paris";EUR;2.87;2.90;2.82;2.85;"14/02/2024 16:27";CET;3561;10065.46;2.85;14/02/2024
"PART.INDLES MINI.";FR0006823092;MLHOP;"Euronext Access Paris";EUR;10.00;10.00;10.00;10.00;"14/02/2024 11:30";CET;5;50.00;10.00;14/02/2024
"PARX MATERIALS NV";NL0012650535;MLPRX;"Euronext Access Paris";EUR;0.44;0.44;0.44;0.44;"18/01/2024 16:30";CET;2501;1100.44;0.44;14/02/2024
PASSAT;FR0000038465;PSAT;"Euronext Paris";EUR;5.55;5.70;5.35;5.60;"14/02/2024 15:21";CET;2976;16392.75;5.60;14/02/2024
"PATRIMOINE ET COMM";FR0011027135;PAT;"Euronext Paris";EUR;18.40;18.45;18.40;18.45;"14/02/2024 15:53";CET;295;5442.70;18.45;14/02/2024
"PAULIC MEUNERIE";FR0013479730;ALPAU;"Euronext Growth Paris";EUR;2.35;2.35;2.26;2.30;"14/02/2024 17:35";CET;2657;6120.95;2.30;14/02/2024
"PERNOD RICARD";FR0000120693;RI;"Euronext Paris";EUR;153.65;155.80;153.05;154.75;"14/02/2024 17:35";CET;318090;49242554.80;154.75;14/02/2024
"PERRIER (GERARD)";FR0000061459;PERR;"Euronext Paris";EUR;100.00;100.00;95.20;98.00;"14/02/2024 17:35";CET;407;39984.60;98.00;14/02/2024
"PERSEIDA RENTA";ES0105612008;MLPER;"Euronext Access Paris";EUR;0.71;0.71;0.71;0.71;"09/06/2022 16:30";CET;500;355.00;0.71;14/02/2024
"PET SERVICE";NL0015001HZ9;MLPET;"Euronext Access Paris";EUR;4.80;4.80;4.80;4.80;"07/02/2024 16:30";CET;1;4.80;4.80;14/02/2024
"PEUGEOT INVEST";FR0000064784;PEUG;"Euronext Paris";EUR;99.00;99.00;98.20;98.40;"14/02/2024 17:35";CET;5321;524142.00;98.40;14/02/2024
PHARNEXT;FR001400JXB0;ALPHA;"Euronext Growth Paris";EUR;0.0001;0.0002;0.0001;0.0001;"14/02/2024 17:37";CET;58158401;7689.8332;0.0001;14/02/2024
"PHAXIAM Tx";FR001400K4B1;PHXM;"Euronext Paris";EUR;3.51;3.59;3.40;3.53;"14/02/2024 17:00";CET;6021;21038.53;3.53;14/02/2024
"PHONE WEB";FR0000185480;MLPHW;"Euronext Access Paris";EUR;0.825;0.825;0.825;0.825;"17/01/2024 16:30";CET;24;19.80;0.825;14/02/2024
"PHOTONIKE CAPITAL";BE0948608451;MLPHO;"Euronext Access Paris";EUR;0.13;0.139;0.13;0.139;"14/02/2024 16:30";CET;9492;1287.96;0.139;14/02/2024
"PIERRE VAC BSA ACT";FR001400B4H9;VACBS;"Euronext Paris";EUR;0.11;0.11;0.11;0.11;"14/02/2024 13:55";CET;4879;536.69;0.11;14/02/2024
"PIERRE VAC BSA CRE";FR001400B4G1;VACBT;"Euronext Paris";EUR;0.20;0.20;0.20;0.20;"14/02/2024 11:13";CET;548;109.60;0.20;14/02/2024
"PIERRE VACANCES";FR0000073041;VAC;"Euronext Paris";EUR;1.236;1.242;1.212;1.218;"14/02/2024 17:35";CET;155153;190141.408;1.218;14/02/2024
"PISCINES DESJOYAUX";FR0000061608;ALPDX;"Euronext Growth Paris";EUR;15.75;15.95;15.75;15.90;"14/02/2024 17:09";CET;641;10195.60;15.90;14/02/2024
"PIXIUM VISION";FR001400JX97;ALPIX;"Euronext Growth Paris";EUR;0.4499;0.4499;0.3741;0.3764;"30/01/2024 17:35";CET;86010;33830.54;0.3764;14/02/2024
PLACOPLATRE;FR0000030769;MLPLC;"Euronext Access Paris";EUR;496.00;496.00;496.00;496.00;"08/02/2024 14:55";CET;1;496.00;496.00;14/02/2024
"PLANT ADVANCED";FR0010785790;ALPAT;"Euronext Growth Paris";EUR;4.70;4.90;4.40;4.40;"14/02/2024 17:16";CET;4106;18466.50;4.40;14/02/2024
"PLANT ADVANCED BS";FR0011844067;PATBS;"Euronext Growth Paris";EUR;0.01;0.01;0.01;0.01;"14/11/2023 15:29";CET;240;2.40;0.01;14/02/2024
"PLAST.VAL LOIRE";FR0013252186;PVL;"Euronext Paris";EUR;3.32;3.33;3.25;3.29;"14/02/2024 17:35";CET;14116;46501.45;3.29;14/02/2024
"PLASTIC OMNIUM";FR0000124570;POM;"Euronext Paris";EUR;10.30;10.30;10.09;10.12;"14/02/2024 17:35";CET;106571;1080791.76;10.12;14/02/2024
PLUXEE;NL0015001W49;PLX;"Euronext Paris";EUR;26.78;27.50;26.78;27.16;"14/02/2024 17:35";CET;450718;12218668.965;27.16;14/02/2024
POUJOULAT;FR0000066441;ALPJT;"Euronext Growth Paris";EUR;14.85;14.90;13.50;14.10;"14/02/2024 17:35";CET;4194;59989.55;14.10;14/02/2024
POULAILLON;FR0013015583;ALPOU;"Euronext Growth Paris";EUR;5.30;5.30;5.15;5.25;"14/02/2024 17:28";CET;581;3022.45;5.25;14/02/2024
POXEL;FR0012432516;POXEL;"Euronext Paris";EUR;0.509;0.524;0.502;0.519;"14/02/2024 17:35";CET;173357;89592.70;0.519;14/02/2024
PRECIA;FR0014004EC4;ALPM;"Euronext Growth Paris";EUR;35.00;35.60;34.90;35.60;"14/02/2024 16:58";CET;7529;263844.10;35.60;14/02/2024
PREDILIFE;FR0010169920;ALPRE;"Euronext Growth Paris";EUR;4.58;4.82;4.56;4.82;"14/02/2024 12:16";CET;752;3445.92;4.82;14/02/2024
"PRISMAFLEX INTL";FR0004044600;ALPRI;"Euronext Growth Paris";EUR;5.86;5.88;5.80;5.88;"14/02/2024 15:05";CET;95;552.38;5.88;14/02/2024
"PROACTIS SA";FR0004052561;PROAC;"Euronext Paris";EUR;0.067;0.072;0.066;0.072;"07/02/2024 16:48";CET;9006;600.49;0.072;14/02/2024
PRODWARE;FR0010313486;ALPRO;"Euronext Growth Paris";EUR;8.55;8.55;8.35;8.35;"14/02/2024 17:35";CET;14;117.30;8.35;14/02/2024
PRODWAYS;FR0012613610;PWG;"Euronext Paris";EUR;1.00;1.00;0.972;0.981;"14/02/2024 17:39";CET;16513;16190.075;0.981;14/02/2024
PROLOGUE;FR0010380626;ALPRG;"Euronext Growth Paris";EUR;0.1905;0.194;0.186;0.1915;"14/02/2024 13:40";CET;37762;7176.7925;0.1915;14/02/2024
"PROLOGUE BSA";FR0013398617;PROBT;"Euronext Growth Paris";EUR;0.001;0.001;0.0005;0.0005;"14/02/2024 17:04";CET;185091;166.35;0.0005;14/02/2024
PROP.IMMEUBLES;FR0000061376;MLPRI;"Euronext Access Paris";EUR;25.00;25.00;25.00;25.00;"07/11/2023 11:30";CET;250;6250.00;25.00;14/02/2024
"PUBLICIS GROUPE SA";FR0000130577;PUB;"Euronext Paris";EUR;96.28;98.16;96.26;97.06;"14/02/2024 17:35";CET;483985;47081311.76;97.06;14/02/2024
QUADIENT;FR0000120560;QDT;"Euronext Paris";EUR;19.96;19.98;19.66;19.86;"14/02/2024 17:35";CET;30581;606698.34;19.86;14/02/2024
QUADPACK;ES0105118006;ALQP;"Euronext Growth Paris";EUR;18.90;18.90;18.90;18.90;"14/02/2024 09:00";CET;1;18.90;18.90;14/02/2024
"QUANTUM GENOMICS";FR0011648971;ALQGC;"Euronext Growth Paris";EUR;0.1002;0.1006;0.1002;0.1002;"14/02/2024 17:35";CET;25527;2560.4594;0.1002;14/02/2024
QWAMPLIFY;FR0010889386;ALQWA;"Euronext Growth Paris";EUR;3.48;4.20;3.48;4.00;"14/02/2024 17:35";CET;28444;115345.06;4.00;14/02/2024
"RACING FORCE";IT0005466963;ALRFG;"Euronext Growth Paris";EUR;4.33;4.33;4.32;4.32;"14/02/2024 14:04";CET;161;695.53;4.32;14/02/2024
RALLYE;FR0000060618;RAL;"Euronext Paris";EUR;0.1052;0.1086;0.104;0.1078;"14/02/2024 16:00";CET;125088;13364.7442;0.1078;14/02/2024
"RAMSAY GEN SANTE";FR0000044471;GDS;"Euronext Paris";EUR;18.30;18.30;18.20;18.20;"14/02/2024 13:36";CET;14;255.20;18.20;14/02/2024
"RAPID NUTRITION";GB00BM9PTW47;ALRPD;"Euronext Growth Paris";EUR;0.10;0.1178;0.0924;0.095;"14/02/2024 17:35";CET;303522;30244.963;0.095;14/02/2024
REALITES;FR0011858190;ALREA;"Euronext Growth Paris";EUR;16.20;17.10;16.10;16.75;"14/02/2024 17:35";CET;1423;23272.35;16.75;14/02/2024
"REMY COINTREAU";FR0000130395;RCO;"Euronext Paris";EUR;97.12;98.12;96.52;97.46;"14/02/2024 17:35";CET;72612;7080351.46;97.46;14/02/2024
RENAULT;FR0000131906;RNO;"Euronext Paris";EUR;37.30;37.925;37.17;37.69;"14/02/2024 17:39";CET;1135276;42725113.41;37.69;14/02/2024
"RES GESTAE SOCIMI";ES0105550000;MLJDL;"Euronext Access Paris";EUR;7.00;7.00;7.00;7.00;"29/06/2021 00:00";CET;-;-;6.55;14/02/2024
"REWORLD MEDIA";FR0010820274;ALREW;"Euronext Growth Paris";EUR;3.51;3.57;3.47;3.56;"14/02/2024 17:35";CET;43052;151526.25;3.56;14/02/2024
REXEL;FR0010451203;RXL;"Euronext Paris";EUR;24.23;24.50;23.80;23.80;"14/02/2024 17:38";CET;1403441;33573611.80;23.80;14/02/2024
RIBER;FR0000075954;ALRIB;"Euronext Growth Paris";EUR;2.21;2.31;2.17;2.31;"14/02/2024 17:37";CET;95140;216289.90;2.31;14/02/2024
ROBERTET;FR0000039091;RBT;"Euronext Paris";EUR;801.00;814.00;800.00;810.00;"14/02/2024 17:35";CET;363;293595.00;810.00;14/02/2024
"ROBERTET CDV 87";FR0000045619;CBR;"Euronext Paris";EUR;188.00;188.00;188.00;188.00;"02/11/2022 11:30";CET;4;752.00;188.00;14/02/2024
"ROBERTET CI";FR0000045601;CBE;"Euronext Paris";EUR;739.90;739.90;739.90;739.90;"14/02/2024 11:45";CET;18;13318.20;739.90;14/02/2024
"ROCHE BOBOIS";FR0013344173;RBO;"Euronext Paris";EUR;45.40;46.60;45.10;46.60;"14/02/2024 17:29";CET;821;37318.50;46.60;14/02/2024
ROCTOOL;FR0010523167;ALROC;"Euronext Growth Paris";EUR;1.78;1.80;1.75;1.795;"14/02/2024 16:41";CET;2512;4470.075;1.795;14/02/2024
"ROCTOOL BSA 2020-2";FR0013477593;ROCBT;"Euronext Growth Paris";EUR;0.01;0.01;0.01;0.01;"18/04/2023 16:45";CET;10;0.10;0.01;14/02/2024
"ROUGIER S.A.";FR0000037640;ALRGR;"Euronext Growth Paris";EUR;14.40;14.70;14.10;14.70;"13/02/2024 17:03";CET;947;13786.20;14.70;14/02/2024
RUBIS;FR0013269123;RUI;"Euronext Paris";EUR;23.38;23.94;23.36;23.66;"14/02/2024 17:35";CET;173748;4119367.08;23.66;14/02/2024
S.E.B.;FR0000121709;SK;"Euronext Paris";EUR;110.10;111.50;110.10;110.90;"14/02/2024 17:35";CET;28329;3143015.50;110.90;14/02/2024
SAFE;FR001400F1V2;ALSAF;"Euronext Growth Paris";EUR;0.0027;0.0027;0.002;0.002;"14/02/2024 16:27";CET;5569462;13204.7038;0.002;14/02/2024
SAFRAN;FR0000073272;SAF;"Euronext Paris";EUR;173.74;176.82;173.68;175.92;"14/02/2024 17:35";CET;382560;67301921.72;175.92;14/02/2024
"SAGAX REAL ESTATE";ES0105651006;MLSAG;"Euronext Access Paris";EUR;1.1385;1.1385;1.1385;1.1385;"14/06/2022 00:00";CET;-;-;1.14;14/02/2024
"SAINT GOBAIN";FR0000125007;SGO;"Euronext Paris, Amsterdam, Brussels";EUR;67.78;68.48;67.70;67.95;"14/02/2024 17:35";CET;711120;48398710.60;67.95;14/02/2024
"SAINT GOBAIN NV24";FR001400M7D8;SGONV;"Euronext Paris";EUR;-;-;-;-;-;CET;-;-;66.66;14/02/2024
"SAINT JEAN GROUPE";FR0000060121;SABE;"Euronext Paris";EUR;19.60;19.60;19.60;19.60;"14/02/2024 11:30";CET;8;156.80;19.60;14/02/2024
SAMSE;FR0000060071;SAMS;"Euronext Paris";EUR;203.00;203.00;199.00;201.00;"14/02/2024 17:35";CET;109;21857.00;201.00;14/02/2024
SANOFI;FR0000120578;SAN;"Euronext Paris";EUR;85.50;85.73;84.93;85.73;"14/02/2024 17:36";CET;1124324;96150264.85;85.73;14/02/2024
"SANOFI NV24";FR001400M6Z3;SANNV;"Euronext Paris";EUR;82.90;82.90;82.90;82.90;"14/02/2024 11:30";CET;2;165.80;82.90;14/02/2024
SAPMER;FR0010776617;ALMER;"Euronext Growth Paris";EUR;4.36;4.36;4.36;4.36;"14/02/2024 16:35";CET;769;3352.84;4.36;14/02/2024
"SARTORIUS STED BIO";FR0013154002;DIM;"Euronext Paris";EUR;240.00;243.00;235.60;240.90;"14/02/2024 17:35";CET;49832;11952995.70;240.90;14/02/2024
SAVENCIA;FR0000120107;SAVE;"Euronext Paris";EUR;51.80;52.20;51.80;52.00;"14/02/2024 17:35";CET;1227;63804.80;52.00;14/02/2024
"SAVONNERIE NYONS";FR0013155975;MLSDN;"Euronext Access Paris";EUR;30.40;30.40;30.40;30.40;"13/02/2024 11:30";CET;30;912.00;30.40;14/02/2024
SCBSM;FR0006239109;CBSM;"Euronext Paris";EUR;9.00;9.00;9.00;9.00;"14/02/2024 09:32";CET;86;774.00;9.00;14/02/2024
SCEMI;FR0010972091;MLCMI;"Euronext Access Paris";EUR;4.00;4.00;4.00;4.00;"29/01/2024 11:30";CET;100;400.00;4.00;14/02/2024
SCHLUMBERGER;AN8068571086;SLB;"Euronext Paris";EUR;44.695;44.78;44.13;44.56;"14/02/2024 17:35";CET;4451;198456.975;44.56;14/02/2024
"SCHNEIDER ELECTRIC";FR0000121972;SU;"Euronext Paris";EUR;191.44;196.04;191.38;195.40;"14/02/2024 17:35";CET;680604;132696913.34;195.40;14/02/2024
"SCIENTIA SCHOOL";ES0105592002;MLSCI;"Euronext Access Paris";EUR;5.65;5.65;5.65;5.65;"24/03/2023 11:30";CET;1000;5650.00;5.65;14/02/2024
"SCOR SE";FR0010411983;SCR;"Euronext Paris";EUR;28.66;28.80;28.36;28.36;"14/02/2024 17:35";CET;222837;6340395.43;28.36;14/02/2024
"SECHE ENVIRONNEM.";FR0000039109;SCHP;"Euronext Paris";EUR;116.00;117.40;115.80;117.40;"14/02/2024 17:35";CET;1015;118317.60;117.40;14/02/2024
"SEGRO PLC";GB00B5ZN1N88;SGRO;"Euronext Paris";EUR;11.30;11.30;11.30;11.30;"07/04/2021 13:45";CET;500;5650.00;11.00;14/02/2024
"SEIF SPA";IT0005353484;ALSEI;"Euronext Growth Paris";EUR;0.25;0.25;0.25;0.25;"21/12/2023 09:29";CET;539;134.75;0.25;14/02/2024
SELCODIS;FR0000065492;SLCO;"Euronext Paris";EUR;0.29;0.29;0.29;0.29;"25/03/2009 00:00";CET;2074;601.46;0.29;14/02/2024
SELECTIRENTE;FR0004175842;SELER;"Euronext Paris";EUR;88.50;88.50;88.50;88.50;"14/02/2024 11:30";CET;137;12124.50;88.50;14/02/2024
"SEMPLICEMENTE SpA";IT0005072811;MLSMP;"Euronext Access Paris";EUR;0.81;0.81;0.81;0.81;"05/08/2016 15:00";CET;100;81.00;0.81;14/02/2024
SENSORION;FR0012596468;ALSEN;"Euronext Growth Paris";EUR;0.69;0.785;0.69;0.785;"14/02/2024 17:35";CET;424872;319441.528;0.785;14/02/2024
"SEQUA PETROLEUM NV";NL0010623518;MLSEQ;"Euronext Access Paris";EUR;0.0105;0.0105;0.0105;0.0105;"13/02/2024 11:30";CET;2000;21.00;0.0105;14/02/2024
"SERGEFERRARI GROUP";FR0011950682;SEFER;"Euronext Paris";EUR;5.96;5.98;5.96;5.98;"14/02/2024 17:35";CET;799;4773.82;5.98;14/02/2024
SES;LU0088087324;SESG;"Euronext Paris";EUR;6.035;6.17;6.035;6.06;"14/02/2024 17:35";CET;475924;2899826.79;6.06;14/02/2024
SHOWROOMPRIVE;FR0013006558;SRP;"Euronext Paris";EUR;1.058;1.064;1.038;1.05;"14/02/2024 17:24";CET;6598;6916.568;1.05;14/02/2024
SIDETRADE;FR0010202606;ALBFR;"Euronext Growth Paris";EUR;164.00;165.00;163.50;164.50;"14/02/2024 17:35";CET;278;45623.00;164.50;14/02/2024
"SIGNAUX GIROD";FR0000060790;ALGIR;"Euronext Growth Paris";EUR;18.60;18.60;18.50;18.50;"14/02/2024 14:05";CET;147;2725.60;18.50;14/02/2024
SII;FR0000074122;SII;"Euronext Paris";EUR;70.00;70.10;70.00;70.00;"14/02/2024 17:35";CET;246106;17227420.20;70.00;14/02/2024
SILC;FR0010679365;MLSIL;"Euronext Access Paris";EUR;0.416;0.416;0.416;0.416;"22/03/2021 16:30";CET;150;62.40;0.416;14/02/2024
SIMAT;CI0000000832;MLMAT;"Euronext Access Paris";EUR;2.20;2.20;2.20;2.20;"13/11/2019 11:30";CET;10;22.00;2.20;14/02/2024
"SIRIUS MEDIA";FR0010812230;ALSRS;"Euronext Growth Paris";EUR;0.71;0.724;0.70;0.71;"14/02/2024 17:35";CET;226934;162174.382;0.71;14/02/2024
SMAIO;FR0014005I80;ALSMA;"Euronext Growth Paris";EUR;3.10;3.10;3.04;3.08;"14/02/2024 17:13";CET;2901;8920.74;3.08;14/02/2024
SMALTO;FR0011131788;MLSML;"Euronext Access Paris";EUR;0.0145;0.0145;0.0145;0.0145;"14/02/2024 16:30";CET;440;6.38;0.0145;14/02/2024
"SMALTO BSA";FR0010649228;SMLBS;"Euronext Access Paris";EUR;0.04;0.04;0.04;0.04;"27/12/2016 15:30";CET;115298;4611.92;0.04;14/02/2024
"SMART GOOD THINGS";FR001400LBS6;MLSGT;"Euronext Access Paris";EUR;16.998;16.998;16.998;16.998;"02/01/2024 16:30";CET;18;305.96;16.998;14/02/2024
SMCP;FR0013214145;SMCP;"Euronext Paris";EUR;2.605;2.71;2.585;2.68;"14/02/2024 17:35";CET;203211;540665.425;2.68;14/02/2024
SMTPC;FR0004016699;ALTPC;"Euronext Growth Paris";EUR;27.70;27.70;27.50;27.50;"14/02/2024 17:13";CET;982;27072.90;27.50;14/02/2024
"SOC FRANC CASINOS";FR0010209809;SFCA;"Euronext Paris";EUR;1.79;1.79;1.79;1.79;"14/02/2024 16:30";CET;2;3.58;1.79;14/02/2024
"SOCIETE GENERALE";FR0000130809;GLE;"Euronext Paris";EUR;21.43;21.87;21.41;21.63;"14/02/2024 17:39";CET;2491765;53935620.475;21.63;14/02/2024
SODEXO;FR0000121220;SW;"Euronext Paris";EUR;77.46;78.64;77.16;77.62;"14/02/2024 17:37";CET;171245;13306589.84;77.62;14/02/2024
SODITECH;FR0000078321;SEC;"Euronext Paris";EUR;1.30;1.30;1.30;1.30;"14/02/2024 16:30";CET;25;32.50;1.30;14/02/2024
SOGECLAIR;FR0000065864;ALSOG;"Euronext Growth Paris";EUR;18.90;18.90;18.80;18.80;"14/02/2024 17:27";CET;1106;20885.90;18.80;14/02/2024
SOITEC;FR0013227113;SOI;"Euronext Paris";EUR;141.25;147.00;140.75;145.95;"14/02/2024 17:38";CET;89589;12991556.00;145.95;14/02/2024
"SOLOCAL GROUP";FR00140006O9;LOCAL;"Euronext Paris";EUR;0.0835;0.0835;0.082;0.0824;"14/02/2024 16:27";CET;93443;7726.4188;0.0824;14/02/2024
"SOLUTIONS 30 SE";FR0013379484;S30;"Euronext Paris";EUR;2.286;2.36;2.268;2.334;"14/02/2024 17:35";CET;298595;690820.112;2.334;14/02/2024
SOLVAY;BE0003470755;SOLB;"Euronext Brussels, Paris";EUR;23.07;23.50;22.91;23.49;"14/02/2024 17:38";CET;452602;10550108.01;23.49;14/02/2024
"SOPRA STERIA GROUP";FR0000050809;SOP;"Euronext Paris";EUR;216.00;219.80;215.60;219.80;"14/02/2024 17:35";CET;59447;12984964.80;219.80;14/02/2024
SPARTOO;FR00140043Y1;ALSPT;"Euronext Growth Paris";EUR;0.528;0.528;0.50;0.522;"14/02/2024 17:35";CET;16247;8291.748;0.522;14/02/2024
"SPEED RABBIT PIZZA";FR0000054371;MLSRP;"Euronext Access Paris";EUR;8.50;8.50;8.50;8.50;"07/02/2024 11:30";CET;25;212.50;8.50;14/02/2024
SPIE;FR0012757854;SPIE;"Euronext Paris";EUR;30.42;30.72;30.40;30.70;"14/02/2024 17:38";CET;102876;3154147.58;30.70;14/02/2024
SPINEGUARD;FR0011464452;ALSGD;"Euronext Growth Paris";EUR;0.26;0.2645;0.2515;0.26;"14/02/2024 17:35";CET;100672;25971.7455;0.26;14/02/2024
SPINEWAY;FR001400BVK2;ALSPW;"Euronext Growth Paris";EUR;0.0034;0.0035;0.0028;0.0028;"14/02/2024 17:35";CET;46780906;143593.93;0.0028;14/02/2024
SQLI;FR0011289040;SQI;"Euronext Paris";EUR;41.20;41.20;41.00;41.00;"14/02/2024 17:35";CET;108;4449.20;41.00;14/02/2024
"ST DUPONT";FR0000054199;DPT;"Euronext Paris";EUR;0.0688;0.0708;0.0688;0.0702;"14/02/2024 17:35";CET;29036;2010.5434;0.0702;14/02/2024
STEF;FR0000064271;STF;"Euronext Paris";EUR;117.80;118.80;117.40;117.80;"14/02/2024 17:35";CET;768;90666.00;117.80;14/02/2024
"STELLANTIS NV";NL00150001Q9;STLAP;"Euronext Paris";EUR;22.375;22.56;22.305;22.56;"14/02/2024 17:38";CET;2082057;46812603.095;22.56;14/02/2024
STIF;FR001400MDW2;ALSTI;"Euronext Growth Paris";EUR;8.30;9.20;8.30;8.95;"14/02/2024 17:35";CET;23614;209584.274;8.95;14/02/2024
STMICROELECTRONICS;NL0000226223;STMPA;"Euronext Paris";EUR;41.47;41.895;41.39;41.695;"14/02/2024 17:35";CET;1030987;42954826.115;41.695;14/02/2024
"STRADIM ESPAC.FIN";FR0000074775;ALSAS;"Euronext Growth Paris";EUR;6.45;6.45;6.40;6.40;"07/02/2024 16:30";CET;522;3352.30;6.40;14/02/2024
STREAMWIDE;FR0010528059;ALSTW;"Euronext Growth Paris";EUR;24.00;24.00;23.80;24.00;"14/02/2024 17:18";CET;58;1389.80;24.00;14/02/2024
